 -5.0000000e+000  1.2919214e+002
 -4.9000000e+000  1.2169349e+002
 -4.8000000e+000  1.1434808e+002
 -4.7000000e+000  1.0780935e+002
 -4.6000000e+000  1.0188154e+002
 -4.5000000e+000  9.6778106e+001
 -4.4000000e+000  9.3377661e+001
 -4.3000000e+000  9.2255158e+001
 -4.2000000e+000  8.9065019e+001
 -4.1000000e+000  8.6881798e+001
 -4.0000000e+000  8.4402966e+001
 -3.9000000e+000  8.2358421e+001
 -3.8000000e+000  7.8054120e+001
 -3.7000000e+000  7.4394728e+001
 -3.6000000e+000  7.0216214e+001
 -3.5000000e+000  6.3181946e+001
 -3.4000000e+000  5.8411385e+001
 -3.3000000e+000  5.3155179e+001
 -3.2000000e+000  4.7616534e+001
 -3.1000000e+000  4.3862133e+001
 -3.0000000e+000  4.0006590e+001
 -2.9000000e+000  3.7787335e+001
 -2.8000000e+000  3.5798725e+001
 -2.7000000e+000  3.5292419e+001
 -2.6000000e+000  3.6821362e+001
 -2.5000000e+000  3.5910129e+001
 -2.4000000e+000  3.3891582e+001
 -2.3000000e+000  3.2724242e+001
 -2.2000000e+000  2.9617374e+001
 -2.1000000e+000  2.6357171e+001
 -2.0000000e+000  2.2578160e+001
 -1.9000000e+000  1.9107101e+001
 -1.8000000e+000  1.4396893e+001
 -1.7000000e+000  1.0506893e+001
 -1.6000000e+000  8.5168337e+000
 -1.5000000e+000  5.6919200e+000
 -1.4000000e+000  5.0267420e+000
 -1.3000000e+000  4.5776729e+000
 -1.2000000e+000  6.3681492e+000
 -1.1000000e+000  7.2125196e+000
 -1.0000000e+000  8.5473752e+000
 -9.0000000e-001  8.8900345e+000
 -8.0000000e-001  9.0507940e+000
 -7.0000000e-001  7.9573382e+000
 -6.0000000e-001  6.3900056e+000
 -5.0000000e-001  4.3994987e+000
 -4.0000000e-001  1.2546633e+000
 -3.0000000e-001 -1.5125930e+000
 -2.0000000e-001 -2.8635630e+000
 -1.0000000e-001 -5.8574278e+000
  0.0000000e+000 -5.6179884e+000
  1.0000000e-001 -4.6122892e+000
  2.0000000e-001 -2.8975414e+000
  3.0000000e-001 -8.6381773e-001
  4.0000000e-001  1.7198609e+000
  5.0000000e-001  3.7013535e+000
  6.0000000e-001  6.3522436e+000
  7.0000000e-001  8.6056512e+000
  8.0000000e-001  8.3999688e+000
  9.0000000e-001  9.5374129e+000
  1.0000000e+000  8.4802239e+000
  1.1000000e+000  7.1626411e+000
  1.2000000e+000  6.3337425e+000
  1.3000000e+000  5.6709655e+000
  1.4000000e+000  4.9418500e+000
  1.5000000e+000  5.9535307e+000
  1.6000000e+000  7.4504648e+000
  1.7000000e+000  1.0646744e+001
  1.8000000e+000  1.4708358e+001
  1.9000000e+000  1.8169687e+001
  2.0000000e+000  2.2546375e+001
  2.1000000e+000  2.5944465e+001
  2.2000000e+000  2.9043891e+001
  2.3000000e+000  3.2985557e+001
  2.4000000e+000  3.3725886e+001
  2.5000000e+000  3.3986160e+001
  2.6000000e+000  3.5921384e+001
  2.7000000e+000  3.6382285e+001
  2.8000000e+000  3.6801477e+001
  2.9000000e+000  3.7676699e+001
  3.0000000e+000  4.0055497e+001
  3.1000000e+000  4.3939268e+001
  3.2000000e+000  4.7934183e+001
  3.3000000e+000  5.3353694e+001
  3.4000000e+000  5.9227406e+001
  3.5000000e+000  6.4796202e+001
  3.6000000e+000  7.0964121e+001
  3.7000000e+000  7.5198191e+001
  3.8000000e+000  7.8416258e+001
  3.9000000e+000  8.2284248e+001
  4.0000000e+000  8.4503461e+001
  4.1000000e+000  8.6861621e+001
  4.2000000e+000  8.8361480e+001
  4.3000000e+000  9.1002264e+001
  4.4000000e+000  9.3950633e+001
  4.5000000e+000  9.7914120e+001
  4.6000000e+000  1.0226377e+002
  4.7000000e+000  1.0805814e+002
  4.8000000e+000  1.1503608e+002
  4.9000000e+000  1.2280072e+002
  5.0000000e+000  1.2934622e+002
